CancerSite,DataType,StatisticType,Rate,ModeledRate,Year,RaceEthnicity,Sex,AgeRange,YearRange,
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.6911,0.7652,1986,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.7103,0.7689,1987,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.7671,0.7727,1988,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.7168,0.7765,1989,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.7568,0.7803,1990,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8897,0.7842,1991,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.7784,0.788,1992,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8304,0.7919,1993,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.7682,0.7958,1994,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.7915,0.7997,1995,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8086,0.8037,1996,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.7519,0.8076,1997,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9782,0.8116,1998,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8428,0.8156,1999,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.845,0.8196,2000,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.7431,0.8236,2001,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8429,0.8277,2002,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.783,0.8318,2003,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.7903,0.8359,2004,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9621,0.84,2005,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8601,0.8441,2006,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8213,0.8483,2007,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8463,0.8524,2008,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9087,0.8566,2009,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.7703,0.8608,2010,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8092,0.8651,2011,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Eye and Orbit,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8703,0.8693,2012,White (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1975,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1976,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1977,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1978,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1979,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1980,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1981,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1982,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1983,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1984,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,2.4635,,1985,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1986,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1987,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1988,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1989,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.6978,,1990,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1991,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1992,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1993,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1994,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1995,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1996,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.4802,,1997,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.3203,,1998,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.6907,,1999,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.3382,,2000,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.5325,,2001,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.6287,,2002,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.8916,,2003,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.7107,,2004,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.6569,,2005,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.8443,,2006,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.9235,,2007,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.3382,,2008,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.7177,,2009,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.6229,,2010,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.9864,,2011,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
"Anus, anal canal & anorectum","SEER Incidence per 100,000",Age-Adjusted Rates,1.6341,,2012,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.1894,,1975,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1976,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1977,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.1258,,1978,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1979,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.4683,,1980,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.5328,,1981,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.6321,,1982,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.3294,,1983,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.914,,1984,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1985,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.1979,,1986,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.73,,1987,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1988,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,2.6043,,1989,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.4679,,1990,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.4826,,1991,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.4331,,1992,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.0912,,1993,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,1.8621,,1994,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.9439,,1995,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.5524,,1996,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,4.5176,,1997,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,4.0619,,1998,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,4.3851,,1999,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.5175,,2000,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.4009,,2001,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.8924,,2002,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,3.9888,,2003,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,4.5322,,2004,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,4.9865,,2005,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,5.3279,,2006,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,4.4884,,2007,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,4.9481,,2008,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,5.8003,,2009,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,5.8691,,2010,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,5.1308,,2011,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Liver and Intrahepatic Bile Duct,"SEER Incidence per 100,000",Age-Adjusted Rates,5.5915,,2012,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1975,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1976,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1977,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1978,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1979,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1980,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1981,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1982,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,2.0484,,1983,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1984,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1985,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1986,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1987,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1988,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1989,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1990,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1991,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1992,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1993,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,1994,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.6059,,1995,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.7787,,1996,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.5548,,1997,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.6232,,1998,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.7669,,1999,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.3399,,2000,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,-1,,2001,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.8204,,2002,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
Gallbladder,"SEER Incidence per 100,000",Age-Adjusted Rates,1.5285,,2003,Black (includes Hispanic),Female,All Ages,1975-2012 (SEER 9),
